source,raw_field,clean_field,field_role,meaning,leakage_policy
graph_features,,graph_in_nb_in_amount_sum_mean,模型特征,入边邻居行为聚合特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
graph_features,,graph_in_nb_in_out_amount_ratio_mean,模型特征,入边邻居行为聚合特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
graph_features,,graph_in_nb_burst_day_txn_ratio_mean,模型特征,入边邻居行为聚合特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
graph_features,,graph_in_nb_burst_day_amount_ratio_mean,模型特征,入边邻居行为聚合特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
graph_features,,graph_in_nb_counterparty_amount_top_ratio_mean,模型特征,入边邻居行为聚合特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
graph_features,,graph_in_nb_counterparty_txn_top_ratio_mean,模型特征,入边邻居行为聚合特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
graph_features,,graph_in_nb_fast_in_out_count_24h_mean,模型特征,入边邻居行为聚合特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
graph_features,,graph_in_nb_fast_in_out_balance_ratio_24h_mean,模型特征,入边邻居行为聚合特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
graph_features,,graph_in_nb_multi_in_one_out_count_24h_mean,模型特征,入边邻居行为聚合特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
graph_features,,graph_in_nb_max_prior_in_count_before_out_24h_mean,模型特征,入边邻居行为聚合特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
graph_features,,graph_in_nb_max_next_out_count_after_in_24h_mean,模型特征,入边邻居行为聚合特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
graph_features,,graph_in_nb_total_self_loop_count_mean,模型特征,入边邻居行为聚合特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
graph_features,,graph_in_nb_total_non_positive_amount_count_mean,模型特征,入边邻居行为聚合特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
node2vec_features,,node2vec_00,模型特征,Node2Vec 无监督图表示向量,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
node2vec_features,,node2vec_01,模型特征,Node2Vec 无监督图表示向量,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
node2vec_features,,node2vec_02,模型特征,Node2Vec 无监督图表示向量,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
node2vec_features,,node2vec_03,模型特征,Node2Vec 无监督图表示向量,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
node2vec_features,,node2vec_04,模型特征,Node2Vec 无监督图表示向量,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
node2vec_features,,node2vec_05,模型特征,Node2Vec 无监督图表示向量,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
node2vec_features,,node2vec_06,模型特征,Node2Vec 无监督图表示向量,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
node2vec_features,,node2vec_07,模型特征,Node2Vec 无监督图表示向量,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_active_week_count,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_week_txn_mean,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_week_txn_std,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_week_txn_max,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_week_amount_mean,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_week_amount_std,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_week_amount_max,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_week_counterparty_mean,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_week_counterparty_max,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_week_txn_cv,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_week_amount_cv,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_week_txn_burst_ratio,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_week_amount_burst_ratio,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_last_week_txn,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_prev_week_txn,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_last_prev_week_txn_growth,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_active_week_count,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_week_txn_mean,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_week_txn_std,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_week_txn_max,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_week_amount_mean,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_week_amount_std,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_week_amount_max,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_week_counterparty_mean,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_week_counterparty_max,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_week_txn_cv,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_week_amount_cv,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_week_txn_burst_ratio,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_week_amount_burst_ratio,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_last_week_txn,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_prev_week_txn,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_last_prev_week_txn_growth,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_active_week_count,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_week_txn_mean,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_week_txn_std,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_week_txn_max,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_week_amount_mean,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_week_amount_std,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_week_amount_max,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_week_counterparty_mean,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_week_counterparty_max,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_week_txn_cv,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_week_amount_cv,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_week_txn_burst_ratio,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_week_amount_burst_ratio,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_last_week_txn,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_prev_week_txn,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_last_prev_week_txn_growth,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_amount_bin_b0_count,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_amount_bin_b1_count,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_amount_bin_b2_count,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_amount_bin_b3_count,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_amount_bin_b4_count,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_amount_bin_b0_ratio,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_amount_bin_b1_ratio,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_amount_bin_b2_ratio,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_amount_bin_b3_ratio,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_amount_bin_b4_ratio,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_amount_bin_entropy,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_amount_bin_b0_count,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_amount_bin_b1_count,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_amount_bin_b2_count,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_amount_bin_b3_count,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_amount_bin_b4_count,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_amount_bin_b0_ratio,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_amount_bin_b1_ratio,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_amount_bin_b2_ratio,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_amount_bin_b3_ratio,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_amount_bin_b4_ratio,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_out_amount_bin_entropy,模型特征,动态资金图谱出账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_amount_bin_b0_count,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_amount_bin_b1_count,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_amount_bin_b2_count,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_amount_bin_b3_count,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_amount_bin_b4_count,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_amount_bin_b0_ratio,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_amount_bin_b1_ratio,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_amount_bin_b2_ratio,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_amount_bin_b3_ratio,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_amount_bin_b4_ratio,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_in_amount_bin_entropy,模型特征,动态资金图谱入账方向时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_time_bucket_night_count,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_time_bucket_morning_count,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_time_bucket_afternoon_count,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_time_bucket_evening_count,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_time_bucket_night_ratio,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_time_bucket_morning_ratio,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_time_bucket_afternoon_ratio,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_time_bucket_evening_ratio,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_total_time_bucket_entropy,模型特征,动态资金图谱整体时间桶特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_graph_out_degree_week_mean,模型特征,按时间桶构建的动态交易图快照特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_graph_out_degree_week_std,模型特征,按时间桶构建的动态交易图快照特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_graph_out_degree_week_max,模型特征,按时间桶构建的动态交易图快照特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_graph_out_active_week_count,模型特征,按时间桶构建的动态交易图快照特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_graph_out_degree_week_cv,模型特征,按时间桶构建的动态交易图快照特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_graph_in_degree_week_mean,模型特征,按时间桶构建的动态交易图快照特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_graph_in_degree_week_std,模型特征,按时间桶构建的动态交易图快照特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_graph_in_degree_week_max,模型特征,按时间桶构建的动态交易图快照特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_graph_in_active_week_count,模型特征,按时间桶构建的动态交易图快照特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_graph_in_degree_week_cv,模型特征,按时间桶构建的动态交易图快照特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_cp_first_half_count,模型特征,交易对手在前后半窗口的新增、流失和稳定性特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_cp_second_half_count,模型特征,交易对手在前后半窗口的新增、流失和稳定性特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_cp_new_second_half_count,模型特征,交易对手在前后半窗口的新增、流失和稳定性特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_cp_lost_second_half_count,模型特征,交易对手在前后半窗口的新增、流失和稳定性特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_cp_new_second_half_ratio,模型特征,交易对手在前后半窗口的新增、流失和稳定性特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_cp_jaccard_first_second,模型特征,交易对手在前后半窗口的新增、流失和稳定性特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_count_1h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_in_amount_ratio_1h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_out_amount_ratio_1h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_balance_ratio_1h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_mean_delay_min_1h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_prior_in_before_out_count_1h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_prior_in_before_out_out_amount_ratio_1h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_prior_in_before_out_mean_delay_min_1h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_count_6h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_in_amount_ratio_6h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_out_amount_ratio_6h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_balance_ratio_6h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_mean_delay_min_6h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_prior_in_before_out_count_6h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_prior_in_before_out_out_amount_ratio_6h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_prior_in_before_out_mean_delay_min_6h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_count_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_in_amount_ratio_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_out_amount_ratio_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_balance_ratio_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_fast_in_out_mean_delay_min_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_prior_in_before_out_count_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_prior_in_before_out_out_amount_ratio_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_prior_in_before_out_mean_delay_min_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_one_in_multi_out_count_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_one_in_multi_out_in_amount_ratio_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_multi_in_one_out_count_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_multi_in_one_out_mean_amount_ratio_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_max_prior_in_count_before_out_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_max_next_out_count_after_in_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_motif_low_bin_before_high_bin_out_count_24h,模型特征,动态图事件流中的快进快出、多入一出、一入多出时序资金流模体,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_in_count_1h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_out_count_1h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_total_count_1h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_in_amount_1h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_out_amount_1h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_net_amount_1h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_in_out_amount_ratio_1h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_high_bin_ratio_1h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
